,European Union Emissions Trading System (until 2018),,,, ,"European Union Emissions Trading System (from 2019, download)",,,,, 
Date,Exchange rate EUR/EUR,Exchange rate EUR/USD,Market Currency,Primary Market, ,Exchange rate EUR/EUR,Exchange rate EUR/USD,Market Currency,Primary Market,Secondary Market, 
2/5/2026,,,,, ,1,1.182395,EUR,80.55,, 
2/6/2026,,,,, ,1,1.182395,EUR,77.23,, 
2/9/2026,,,,, ,1,1.182395,EUR,78.53,, 
2/10/2026,,,,, ,1,1.182395,EUR,79.2,, 
2/12/2026,,,,, ,1,1.182395,EUR,70.89,, 
2/13/2026,,,,, ,1,1.182395,EUR,71.5,, 
2/16/2026,,,,, ,1,1.182395,EUR,69.8,, 
2/17/2026,,,,, ,1,1.182395,EUR,67.82,, 
2/18/2026,,,,, ,1,1.182395,EUR,69.22,, 
2/19/2026,,,,, ,1,1.182395,EUR,70.51,, 
2/20/2026,,,,, ,1,1.182395,EUR,70.87,, 
2/23/2026,,,,, ,1,1.182395,EUR,70.4,, 
2/24/2026,,,,, ,1,1.182395,EUR,69.7,, 
2/26/2026,,,,, ,1,1.182395,EUR,68.37,, 
2/27/2026,,,,, ,1,1.182395,EUR,70.26,, 
3/2/2026,,,,, ,1,1.182395,EUR,68.42,, 
3/3/2026,,,,, ,1,1.182395,EUR,68.77,, 
3/4/2026,,,,, ,1,1.182395,EUR,70.75,, 
3/5/2026,,,,, ,1,1.182395,EUR,68.99,, 
3/6/2026,,,,, ,1,1.182395,EUR,69.66,, 
3/9/2026,,,,, ,1,1.182395,EUR,68.53,, 
3/10/2026,,,,, ,1,1.182395,EUR,71.1,, 
3/12/2026,,,,, ,1,1.182395,EUR,70.58,, 
3/13/2026,,,,, ,1,1.182395,EUR,67.07,, 
3/16/2026,,,,, ,1,1.182395,EUR,68.41,, 
3/17/2026,,,,, ,1,1.182395,EUR,64.52,, 
3/18/2026,,,,, ,1,1.182395,EUR,65.16,, 
3/19/2026,,,,, ,1,1.182395,EUR,62.19,, 
3/20/2026,,,,, ,1,1.182395,EUR,66.69,, 
3/23/2026,,,,, ,1,1.182395,EUR,64.7,, 
3/24/2026,,,,, ,1,1.182395,EUR,67.06,, 
3/26/2026,,,,, ,1,1.182395,EUR,69.12,, 
3/27/2026,,,,, ,1,1.182395,EUR,70.55,, 
3/30/2026,,,,, ,1,1.182395,EUR,70,, 
3/31/2026,,,,, ,1,1.182395,EUR,71.13,, 
4/1/2026,,,,, ,1,1.182395,EUR,71.56,, 
4/2/2026,,,,, ,1,1.182395,EUR,71.71,, 
4/7/2026,,,,, ,1,1.182395,EUR,70.6,, 
4/9/2026,,,,, ,1,1.182395,EUR,70.67,, 
4/10/2026,,,,, ,1,1.182395,EUR,72,, 
4/13/2026,,,,, ,1,1.182395,EUR,70.62,, 
4/14/2026,,,,, ,1,1.182395,EUR,72.1,, 
4/15/2026,,,,, ,1,1.182395,EUR,73.57,, 
4/16/2026,,,,, ,1,1.182395,EUR,72.4,, 
4/17/2026,,,,, ,1,1.182395,EUR,75.9,, 
4/20/2026,,,,, ,1,1.182395,EUR,74.84,, 
4/21/2026,,,,, ,1,1.182395,EUR,73.9,, 
